step,round,primary_run,rollout/dynamic_filter/drop_shopsim_unscored_technical_group,rollout/dynamic_filter/drop_shopsim_zero_std_group,rollout/shopsim/trajectory_count,rollout/shopsim/group_count,rollout/shopsim/scored_rate,rollout/shopsim/reward_mean,rollout/shopsim/strict_reward_mean,rollout/shopsim/success_rate,rollout/shopsim/skill_free_group_rate,rollout/shopsim/assisted_empty_group_rate,rollout/shopsim/skills_per_assisted_group_mean,rollout/shopsim/chunk/chunk-27a7e5bb9344/inclusion_rate,rollout/shopsim/chunk/chunk-27a7e5bb9344/target_rho,rollout/shopsim/chunk/chunk-a9e98e128a35/inclusion_rate,rollout/shopsim/chunk/chunk-a9e98e128a35/target_rho,rollout/shopsim/chunk/chunk-a71a5634ee99/inclusion_rate,rollout/shopsim/chunk/chunk-a71a5634ee99/target_rho,rollout/shopsim/chunk/chunk-4d958fc1d69e/inclusion_rate,rollout/shopsim/chunk/chunk-4d958fc1d69e/target_rho,rollout/shopsim/chunk/chunk-bbe6cb9408eb/inclusion_rate,rollout/shopsim/chunk/chunk-bbe6cb9408eb/target_rho,rollout/shopsim/chunk/chunk-d3a9ac5af7ef/inclusion_rate,rollout/shopsim/chunk/chunk-d3a9ac5af7ef/target_rho,rollout/shopsim/chunk/chunk-b64b0567ce98/inclusion_rate,rollout/shopsim/chunk/chunk-b64b0567ce98/target_rho,rollout/shopsim/chunk/chunk-f58e352cdad0/inclusion_rate,rollout/shopsim/chunk/chunk-f58e352cdad0/target_rho,rollout/shopsim/chunk/chunk-c83ed5ae8b70/inclusion_rate,rollout/shopsim/chunk/chunk-c83ed5ae8b70/target_rho,rollout/shopsim/chunk/chunk-1f8d27322e9f/inclusion_rate,rollout/shopsim/chunk/chunk-1f8d27322e9f/target_rho,rollout/shopsim/q,rollout/shopsim/rho_min,rollout/shopsim/rho_mean,rollout/shopsim/rho_max,rollout/shopsim/all_wrong_group_rate,rollout/shopsim/full_skill_retry_rate,rollout/shopsim/full_skill_retry_success_rate,rollout/shopsim/internalization_deficit_rate,rollout/shopsim/pending_analysis_rate,rollout/shopsim/runtime_error_group_rate,rollout/shopsim/train_group_count,rollout/shopsim/train_trajectory_count,rollout/shopsim/technical_group_drop_count,rollout/shopsim/technical_group_drop_rate,rollout/shopsim/zero_std_group_drop_count,rollout/shopsim/zero_std_group_drop_rate,rollout/shopsim/chunk/online-8e3e179b9270814a/inclusion_rate,rollout/shopsim/chunk/online-8e3e179b9270814a/target_rho,rollout/shopsim/chunk/online-bbef274e1764d953/inclusion_rate,rollout/shopsim/chunk/online-bbef274e1764d953/target_rho,rollout/shopsim/chunk/online-214dfd1028dc4157/inclusion_rate,rollout/shopsim/chunk/online-214dfd1028dc4157/target_rho,rollout/shopsim/chunk/online-3297dc4c0f4f6109/inclusion_rate,rollout/shopsim/chunk/online-3297dc4c0f4f6109/target_rho,rollout/shopsim/chunk/online-3d2cdd6a2aac9717/inclusion_rate,rollout/shopsim/chunk/online-3d2cdd6a2aac9717/target_rho,rollout/shopsim/chunk/online-ea5dd903b14ec0fc/inclusion_rate,rollout/shopsim/chunk/online-ea5dd903b14ec0fc/target_rho,rollout/shopsim/chunk/online-ebb64d6b2cfaaa2a/inclusion_rate,rollout/shopsim/chunk/online-ebb64d6b2cfaaa2a/target_rho
16,0,1,,16,256.0,32.0,1.0,0.7890625,0.7890625,0.7890625,0.21875,0.0,4.8,0.52,0.4733805357216591,0.2,0.2001840055744324,0.32,0.2002050350677727,0.24,0.26310000301127795,0.6,0.49059913361494567,0.32,0.5174498242544147,0.44,0.38162078131953847,0.96,0.8999999999999999,0.52,0.48411009292619,0.68,0.5796673375052258,0.2,0.2001840055744324,0.44903167489954565,0.8999999999999999,0.03125,0.03125,0.0,0.0,0.03125,0.0,16.0,128.0,,,16.0,0.5,,,,,,,,,,,,,,
17,0,1,,15,248.0,31.0,1.0,0.7872983870967742,0.7872983870967742,0.782258064516129,0.1935483870967742,0.0,4.56,0.32,0.4733805357216591,0.16,0.2001840055744324,0.2,0.2002050350677727,0.32,0.26310000301127795,0.36,0.49059913361494567,0.64,0.5174498242544147,0.4,0.38162078131953847,0.92,0.8999999999999999,0.52,0.48411009292619,0.72,0.5796673375052258,0.2,0.2001840055744324,0.44903167489954565,0.8999999999999999,0.06451612903225806,0.06451612903225806,0.0,0.0,0.06451612903225806,0.0,16.0,128.0,,,15.0,0.4838709677419355,,,,,,,,,,,,,,
18,0,1,,16,256.0,32.0,1.0,0.5879603794642857,0.5879603794642857,0.57421875,0.125,0.0,4.714285714285714,0.5357142857142857,0.4733805357216591,0.35714285714285715,0.2001840055744324,0.17857142857142858,0.2002050350677727,0.2857142857142857,0.26310000301127795,0.42857142857142855,0.49059913361494567,0.42857142857142855,0.5174498242544147,0.25,0.38162078131953847,0.8571428571428571,0.8999999999999999,0.6428571428571429,0.48411009292619,0.75,0.5796673375052258,0.2,0.2001840055744324,0.44903167489954565,0.8999999999999999,0.34375,0.34375,0.0,0.0,0.34375,0.0,16.0,128.0,,,16.0,0.5,,,,,,,,,,,,,,
19,0,1,,16,256.0,32.0,1.0,0.8119436553030303,0.8119436553030303,0.8046875,0.25,0.0,4.166666666666667,0.5416666666666666,0.4733805357216591,0.16666666666666666,0.2001840055744324,0.08333333333333333,0.2002050350677727,0.25,0.26310000301127795,0.5,0.49059913361494567,0.5416666666666666,0.5174498242544147,0.20833333333333334,0.38162078131953847,0.9166666666666666,0.8999999999999999,0.4166666666666667,0.48411009292619,0.5416666666666666,0.5796673375052258,0.2,0.2001840055744324,0.44903167489954565,0.8999999999999999,0.09375,0.09375,0.0,0.0,0.09375,0.0,16.0,128.0,,,16.0,0.5,,,,,,,,,,,,,,
20,0,1,,16,256.0,32.0,1.0,0.72607421875,0.72607421875,0.71875,0.1875,0.0,4.346153846153846,0.5,0.4733805357216591,0.23076923076923078,0.2001840055744324,0.11538461538461539,0.2002050350677727,0.23076923076923078,0.26310000301127795,0.6153846153846154,0.49059913361494567,0.46153846153846156,0.5174498242544147,0.4230769230769231,0.38162078131953847,0.8461538461538461,0.8999999999999999,0.3076923076923077,0.48411009292619,0.6153846153846154,0.5796673375052258,0.2,0.2001840055744324,0.44903167489954565,0.8999999999999999,0.125,0.125,0.0,0.0,0.125,0.0,16.0,128.0,,,16.0,0.5,,,,,,,,,,,,,,
21,1,1,,16,256.0,32.0,1.0,0.8606770833333334,0.8606770833333334,0.85546875,0.0625,0.0,4.166666666666667,0.5333333333333333,0.4558757756140158,0.43333333333333335,0.3445315989317448,,,,,0.6666666666666666,0.589599778982441,,,,,,,0.5666666666666667,0.5449789167055454,0.6333333333333333,0.6423226971958329,0.2,0.3445315989317448,0.570903625792697,0.8999999999999999,0.03125,0.03125,0.0,0.0,0.03125,0.0,16.0,128.0,,,16.0,0.5,0.4666666666666667,0.5190166131192998,0.8666666666666667,0.8999999999999999,,,,,,,,,,
22,1,1,,16,256.0,32.0,1.0,0.7371651785714286,0.7371651785714286,0.72265625,0.21875,0.0,3.8,0.52,0.4558757756140158,0.2,0.3445315989317448,,,,,0.56,0.589599778982441,,,,,,,0.52,0.5449789167055454,0.64,0.6423226971958329,0.2,0.3445315989317448,0.570903625792697,0.8999999999999999,0.0625,0.0625,0.5,0.03125,0.03125,0.0,16.0,128.0,,,16.0,0.5,0.48,0.5190166131192998,0.88,0.8999999999999999,,,,,,,,,,
23,1,1,,16,256.0,32.0,1.0,0.7799479166666666,0.7799479166666666,0.77734375,0.0625,0.0,4.3,0.6,0.4558757756140158,0.43333333333333335,0.3445315989317448,,,,,0.6,0.589599778982441,,,,,,,0.5333333333333333,0.5449789167055454,0.8,0.6423226971958329,0.2,0.3445315989317448,0.570903625792697,0.8999999999999999,0.15625,0.15625,0.0,0.0,0.15625,0.0,16.0,128.0,,,16.0,0.5,0.36666666666666664,0.5190166131192998,0.9666666666666667,0.8999999999999999,,,,,,,,,,
24,1,1,,16,256.0,32.0,1.0,0.8203125,0.8203125,0.8125,0.125,0.03125,3.607142857142857,0.5,0.4558757756140158,0.32142857142857145,0.3445315989317448,,,,,0.5357142857142857,0.589599778982441,,,,,,,0.5,0.5449789167055454,0.6428571428571429,0.6423226971958329,0.2,0.3445315989317448,0.570903625792697,0.8999999999999999,0.125,0.125,0.0,0.0,0.125,0.0,16.0,128.0,,,16.0,0.5,0.32142857142857145,0.5190166131192998,0.7857142857142857,0.8999999999999999,,,,,,,,,,
25,1,1,,16,256.0,32.0,1.0,0.8268229166666666,0.8268229166666666,0.8203125,0.15625,0.0,3.8518518518518516,0.2962962962962963,0.4558757756140158,0.2222222222222222,0.3445315989317448,,,,,0.7407407407407407,0.589599778982441,,,,,,,0.5555555555555556,0.5449789167055454,0.5555555555555556,0.6423226971958329,0.2,0.3445315989317448,0.570903625792697,0.8999999999999999,0.0625,0.0625,0.0,0.0,0.0625,0.0,16.0,128.0,,,16.0,0.5,0.5925925925925926,0.5190166131192998,0.8888888888888888,0.8999999999999999,,,,,,,,,,
26,1,1,,16,256.0,32.0,1.0,0.8140625,0.8140625,0.8125,0.25,0.0,3.75,0.4166666666666667,0.4558757756140158,0.375,0.3445315989317448,,,,,0.5833333333333334,0.589599778982441,,,,,,,0.5,0.5449789167055454,0.7083333333333334,0.6423226971958329,0.2,0.3445315989317448,0.570903625792697,0.8999999999999999,0.09375,0.09375,0.0,0.0,0.09375,0.0,16.0,128.0,,,16.0,0.5,0.3333333333333333,0.5190166131192998,0.8333333333333334,0.8999999999999999,,,,,,,,,,
27,1,1,,16,256.0,32.0,1.0,0.921875,0.921875,0.921875,0.09375,0.0,4.448275862068965,0.41379310344827586,0.4558757756140158,0.4482758620689655,0.3445315989317448,,,,,0.6551724137931034,0.589599778982441,,,,,,,0.6896551724137931,0.5449789167055454,0.7586206896551724,0.6423226971958329,0.2,0.3445315989317448,0.570903625792697,0.8999999999999999,0.03125,0.03125,0.0,0.0,0.03125,0.0,16.0,128.0,,,16.0,0.5,0.5517241379310345,0.5190166131192998,0.9310344827586207,0.8999999999999999,,,,,,,,,,
28,1,1,,16,256.0,32.0,1.0,0.875,0.875,0.875,0.15625,0.0,4.037037037037037,0.37037037037037035,0.4558757756140158,0.3333333333333333,0.3445315989317448,,,,,0.48148148148148145,0.589599778982441,,,,,,,0.5925925925925926,0.5449789167055454,0.6666666666666666,0.6423226971958329,0.2,0.3445315989317448,0.570903625792697,0.8999999999999999,0.0625,0.0625,0.0,0.0,0.0625,0.0,16.0,128.0,,,16.0,0.5,0.6666666666666666,0.5190166131192998,0.9259259259259259,0.8999999999999999,,,,,,,,,,
29,1,1,,16,256.0,32.0,1.0,0.8390625,0.8390625,0.83203125,0.3125,0.0,3.727272727272727,0.4090909090909091,0.4558757756140158,0.22727272727272727,0.3445315989317448,,,,,0.5454545454545454,0.589599778982441,,,,,,,0.5,0.5449789167055454,0.6818181818181818,0.6423226971958329,0.2,0.3445315989317448,0.570903625792697,0.8999999999999999,0.0625,0.0625,0.0,0.0,0.0625,0.0,16.0,128.0,,,16.0,0.5,0.45454545454545453,0.5190166131192998,0.9090909090909091,0.8999999999999999,,,,,,,,,,
30,1,1,,16,256.0,32.0,1.0,0.8367660984848485,0.8367660984848485,0.83203125,0.28125,0.0,3.9565217391304346,0.6086956521739131,0.4558757756140158,0.13043478260869565,0.3445315989317448,,,,,0.6956521739130435,0.589599778982441,,,,,,,0.43478260869565216,0.5449789167055454,0.7391304347826086,0.6423226971958329,0.2,0.3445315989317448,0.570903625792697,0.8999999999999999,0.03125,0.03125,0.0,0.0,0.03125,0.0,16.0,128.0,,,16.0,0.5,0.391304347826087,0.5190166131192998,0.9565217391304348,0.8999999999999999,,,,,,,,,,
31,1,1,,16,256.0,32.0,1.0,0.6897631448412699,0.6897631448412699,0.66796875,0.21875,0.0,3.88,0.32,0.4558757756140158,0.44,0.3445315989317448,,,,,0.6,0.589599778982441,,,,,,,0.56,0.5449789167055454,0.52,0.6423226971958329,0.2,0.3445315989317448,0.570903625792697,0.8999999999999999,0.25,0.25,0.0,0.0,0.25,0.0,16.0,128.0,,,16.0,0.5,0.6,0.5190166131192998,0.84,0.8999999999999999,,,,,,,,,,
32,1,1,,16,256.0,32.0,1.0,0.8125,0.8125,0.8125,0.34375,0.0,3.857142857142857,0.42857142857142855,0.4558757756140158,0.23809523809523808,0.3445315989317448,,,,,0.5714285714285714,0.589599778982441,,,,,,,0.5714285714285714,0.5449789167055454,0.6190476190476191,0.6423226971958329,0.2,0.3445315989317448,0.570903625792697,0.8999999999999999,0.09375,0.09375,0.0,0.0,0.09375,0.0,16.0,128.0,,,16.0,0.5,0.47619047619047616,0.5190166131192998,0.9523809523809523,0.8999999999999999,,,,,,,,,,
33,1,1,,16,256.0,32.0,1.0,0.8302951388888888,0.8302951388888888,0.828125,0.09375,0.0,4.137931034482759,0.5172413793103449,0.4558757756140158,0.27586206896551724,0.3445315989317448,,,,,0.6551724137931034,0.589599778982441,,,,,,,0.5862068965517241,0.5449789167055454,0.6896551724137931,0.6423226971958329,0.2,0.3445315989317448,0.570903625792697,0.8999999999999999,0.09375,0.09375,0.0,0.0,0.09375,0.0,16.0,128.0,,,16.0,0.5,0.5172413793103449,0.5190166131192998,0.896551724137931,0.8999999999999999,,,,,,,,,,
34,1,1,,16,256.0,32.0,1.0,0.7734375,0.7734375,0.76171875,0.1875,0.0,4.115384615384615,0.5384615384615384,0.4558757756140158,0.34615384615384615,0.3445315989317448,,,,,0.6923076923076923,0.589599778982441,,,,,,,0.4230769230769231,0.5449789167055454,0.8076923076923077,0.6423226971958329,0.2,0.3445315989317448,0.570903625792697,0.8999999999999999,0.125,0.125,0.0,0.0,0.125,0.0,16.0,128.0,,,16.0,0.5,0.38461538461538464,0.5190166131192998,0.9230769230769231,0.8999999999999999,,,,,,,,,,
35,1,1,,16,256.0,32.0,1.0,0.875,0.875,0.875,0.125,0.0,3.8214285714285716,0.5714285714285714,0.4558757756140158,0.2857142857142857,0.3445315989317448,,,,,0.5,0.589599778982441,,,,,,,0.39285714285714285,0.5449789167055454,0.7142857142857143,0.6423226971958329,0.2,0.3445315989317448,0.570903625792697,0.8999999999999999,0.09375,0.09375,0.0,0.0,0.09375,0.0,16.0,128.0,,,16.0,0.5,0.5714285714285714,0.5190166131192998,0.7857142857142857,0.8999999999999999,,,,,,,,,,
